NO.	Time	Interval	Indoor Temperature(°C)	Indoor Humidity(%)	Outdoor Temperature(°C)	Outdoor Humidity(%)	Relative Pressure(hpa)	Absolute Pressure(hpa)	Wind Speed(km/h)	Gust(km/h)	Wind Direction	DewPoint(°C)	WindChill(°C)	Hour Rainfall(mm)	24 Hour Rainfall(mm)	Week Rainfall(mm)	Month Rainfall(mm)	Total Rainfall(mm)
971	19/08/2016 5:13:31 PM	30	25.6	42	21.0	56	1012.8	1018.4	1.1	3.6	E	11.9	21.0	0.00	0.00	3.30	7.50	7.50
972	19/08/2016 5:43:31 PM	30	22.9	49	20.0	61	1013.0	1018.6	1.1	2.5	NE	12.3	20.0	0.00	0.00	3.30	7.50	7.50
973	19/08/2016 6:13:31 PM	30	21.2	54	19.2	66	1013.2	1018.8	1.1	2.5	SEE	12.7	19.2	0.00	0.00	3.30	7.50	7.50
974	19/08/2016 6:43:31 PM	30	20.5	58	18.7	72	1013.0	1018.6	0.0	1.1	SE	13.6	18.7	0.00	0.00	3.30	7.50	7.50
975	19/08/2016 7:13:31 PM	30	19.9	62	18.5	76	1013.0	1018.6	0.0	0.0	SE	14.2	18.5	0.00	0.00	3.30	7.50	7.50
976	19/08/2016 7:43:31 PM	30	19.5	65	17.9	79	1013.4	1019.0	0.0	0.0	E	14.2	17.9	0.00	0.00	3.30	7.50	7.50
977	19/08/2016 8:13:31 PM	30	18.9	69	17.2	81	1013.6	1019.2	0.0	0.0	SE	13.9	17.2	0.00	0.00	3.30	7.50	7.50
978	19/08/2016 8:43:31 PM	30	18.6	73	16.6	88	1013.7	1019.3	0.0	0.0	SE	14.6	16.6	0.00	0.00	3.30	7.50	7.50
979	19/08/2016 9:13:31 PM	30	18.4	73	17.1	87	1013.8	1019.4	0.0	0.0	SE	14.9	17.1	0.00	0.00	3.30	7.50	7.50
980	19/08/2016 9:43:31 PM	30	18.2	74	17.1	87	1013.5	1019.1	0.0	0.0	SE	14.9	17.1	0.00	0.00	3.30	7.50	7.50
981	19/08/2016 10:13:31 PM	30	18.1	75	16.6	87	1013.4	1019.0	0.0	0.0	SE	14.4	16.6	0.00	0.00	3.30	7.50	7.50
982	19/08/2016 10:43:31 PM	30	17.8	74	16.4	88	1013.7	1019.3	0.0	0.0	SE	14.4	16.4	0.00	0.00	3.30	7.50	7.50
983	19/08/2016 11:13:31 PM	30	17.2	74	15.9	90	1013.4	1019.0	0.0	0.0	SE	14.3	15.9	0.00	0.00	3.30	7.50	7.50
984	19/08/2016 11:43:31 PM	30	17.1	75	16.0	90	1013.1	1018.7	0.0	0.0	SE	14.4	16.0	0.00	0.00	3.30	7.50	7.50
985	20/08/2016 12:13:31 AM	30	16.9	77	15.9	91	1012.9	1018.5	0.0	0.0	SE	14.5	15.9	0.00	0.00	3.30	7.50	7.50
986	20/08/2016 12:43:31 AM	30	16.6	78	15.8	90	1012.6	1018.2	0.0	0.0	SE	14.2	15.8	0.00	0.00	3.30	7.50	7.50
987	20/08/2016 1:13:31 AM	30	16.4	78	15.4	91	1012.3	1017.9	0.0	0.0	SE	14.0	15.4	0.00	0.00	3.30	7.50	7.50
988	20/08/2016 1:43:31 AM	30	16.2	79	15.0	91	1012.1	1017.7	0.0	0.0	SE	13.6	15.0	0.00	0.00	3.30	7.50	7.50
989	20/08/2016 2:13:31 AM	30	15.7	80	14.7	93	1011.8	1017.4	0.0	0.0	SE	13.6	14.7	0.00	0.00	3.30	7.50	7.50
990	20/08/2016 2:43:31 AM	30	15.7	80	14.5	93	1011.7	1017.3	0.0	0.0	E	13.4	14.5	0.00	0.00	3.30	7.50	7.50
991	20/08/2016 3:13:31 AM	30	15.7	81	14.7	94	1011.6	1017.2	0.0	0.0	E	13.8	14.7	0.00	0.00	3.30	7.50	7.50
992	20/08/2016 3:43:31 AM	30	15.7	81	15.1	94	1011.4	1017.0	0.0	0.0	E	14.2	15.1	0.00	0.00	3.30	7.50	7.50
993	20/08/2016 4:13:31 AM	30	15.7	82	14.7	94	1011.4	1017.0	0.0	0.0	E	13.8	14.7	0.00	0.00	3.30	7.50	7.50
994	20/08/2016 4:43:31 AM	30	15.4	81	14.3	94	1011.7	1017.3	0.0	0.0	W	13.4	14.3	0.00	0.00	3.30	7.50	7.50
995	20/08/2016 5:13:31 AM	30	15.2	82	13.9	96	1011.9	1017.5	0.0	0.0	W	13.3	13.9	0.00	0.00	3.30	7.50	7.50
996	20/08/2016 5:43:31 AM	30	15.0	82	13.7	96	1011.8	1017.4	0.0	0.0	N	13.1	13.7	0.00	0.00	3.30	7.50	7.50
997	20/08/2016 6:13:31 AM	30	14.7	82	13.2	96	1012.0	1017.6	0.0	0.0	N	12.6	13.2	0.00	0.00	3.30	7.50	7.50
998	20/08/2016 6:43:31 AM	30	14.5	82	13.1	96	1012.1	1017.7	0.0	0.0	N	12.5	13.1	0.00	0.00	3.30	7.50	7.50
999	20/08/2016 7:13:31 AM	30	14.5	84	13.7	97	1012.4	1018.0	0.0	0.0	N	13.2	13.7	0.00	0.00	3.30	7.50	7.50
1000	20/08/2016 7:43:31 AM	30	14.9	85	17.3	87	1012.4	1018.0	0.0	1.1	S	15.1	17.3	0.00	0.00	3.30	7.50	7.50
1001	20/08/2016 8:13:31 AM	30	15.5	86	17.4	78	1012.7	1018.3	0.0	0.0	E	13.5	17.4	0.00	0.00	3.30	7.50	7.50
1002	20/08/2016 8:43:31 AM	30	16.4	85	18.6	77	1012.7	1018.3	0.0	0.0	W	14.5	18.6	0.00	0.00	3.30	7.50	7.50
1003	20/08/2016 9:14:31 AM	31	18.3	83	20.7	71	1012.6	1018.2	1.1	2.5	W	15.3	20.7	0.00	0.00	3.30	7.50	7.50
1004	20/08/2016 9:44:31 AM	30	20.5	70	22.3	61	1012.6	1018.2	2.5	3.6	NW	14.4	22.3	0.00	0.00	3.30	7.50	7.50
1005	20/08/2016 10:14:31 AM	30	22.0	60	23.2	57	1012.2	1017.8	1.1	5.0	E	14.2	23.2	0.00	0.00	3.30	7.50	7.50
1006	20/08/2016 10:44:31 AM	30	23.4	56	23.5	55	1012.1	1017.7	3.6	5.0	NW	14.0	23.5	0.00	0.00	3.30	7.50	7.50
1007	20/08/2016 11:14:31 AM	30	24.9	53	24.4	53	1011.5	1017.1	1.1	2.5	NW	14.2	24.4	0.00	0.00	3.30	7.50	7.50
1008	20/08/2016 11:44:31 AM	30	26.1	49	25.6	49	1011.0	1016.6	3.6	6.1	W	14.1	25.6	0.00	0.00	3.30	7.50	7.50
1009	20/08/2016 12:14:31 PM	30	25.8	48	24.8	51	1010.3	1015.9	0.0	1.1	SW	14.0	24.8	0.00	0.00	3.30	7.50	7.50
1010	20/08/2016 12:44:31 PM	30	25.1	49	25.0	49	1009.8	1015.4	0.0	0.0	W	13.6	25.0	0.00	0.00	3.30	7.50	7.50
1011	20/08/2016 1:14:31 PM	30	25.7	53	25.4	54	1009.5	1015.1	0.0	1.1	NE	15.4	25.4	0.00	0.00	3.30	7.50	7.50
1012	20/08/2016 1:44:31 PM	30	25.1	55	24.0	60	1009.3	1014.9	2.5	5.0	NE	15.8	24.0	0.00	0.00	3.30	7.50	7.50
1013	20/08/2016 2:14:31 PM	30	24.6	60	23.8	64	1009.1	1014.7	1.1	3.6	E	16.6	23.8	0.00	0.00	3.30	7.50	7.50
1014	20/08/2016 2:44:31 PM	30	23.6	64	22.9	68	1008.8	1014.4	1.1	2.5	NE	16.7	22.9	0.00	0.00	3.30	7.50	7.50
1015	20/08/2016 3:14:31 PM	30	23.9	71	23.2	74	1008.7	1014.3	1.1	3.6	NE	18.3	23.2	0.60	0.60	3.60	8.10	8.10
1016	20/08/2016 3:44:31 PM	30	23.5	68	21.7	76	1008.5	1014.1	0.0	1.1	E	17.3	21.7	0.60	0.60	3.60	8.10	8.10
1017	20/08/2016 4:14:31 PM	30	22.6	70	21.4	77	1008.4	1014.0	1.1	5.0	NE	17.2	21.4	0.00	0.60	3.60	8.10	8.10
1018	20/08/2016 4:44:31 PM	30	25.1	66	20.1	80	1008.7	1014.3	0.0	1.1	E	16.6	20.1	4.50	5.10	8.10	12.60	12.60
1019	20/08/2016 5:14:31 PM	30	24.0	66	20.0	88	1009.1	1014.7	0.0	1.1	NEE	18.0	20.0	4.50	5.10	8.10	12.60	12.60
1020	20/08/2016 5:44:31 PM	30	22.2	70	19.4	91	1009.5	1015.1	0.0	0.0	SE	17.9	19.4	0.00	5.10	8.10	12.60	12.60
1021	20/08/2016 6:14:31 PM	30	21.1	73	19.3	87	1009.9	1015.5	0.0	2.5	SW	17.1	19.3	0.00	5.10	8.10	12.60	12.60
1022	20/08/2016 6:44:31 PM	30	20.4	75	18.7	88	1010.3	1015.9	0.0	0.0	NW	16.7	18.7	0.00	5.10	8.10	12.60	12.60
1023	20/08/2016 7:14:31 PM	30	19.9	77	18.3	91	1010.7	1016.3	0.0	0.0	NW	16.8	18.3	0.00	5.10	8.10	12.60	12.60
1024	20/08/2016 7:44:31 PM	30	19.4	80	18.6	92	1010.9	1016.5	0.0	2.5	NW	17.3	18.6	0.00	5.10	8.10	12.60	12.60
1025	20/08/2016 8:14:31 PM	30	19.1	81	18.2	92	1011.1	1016.7	0.0	0.0	NW	16.9	18.2	0.00	5.10	8.10	12.60	12.60
1026	20/08/2016 8:44:31 PM	30	18.7	83	17.4	92	1011.4	1017.0	0.0	0.0	NW	16.1	17.4	0.30	5.40	8.40	12.90	12.90
1027	20/08/2016 9:14:31 PM	30	18.3	84	17.2	93	1011.4	1017.0	0.0	0.0	SW	16.1	17.2	0.30	5.40	8.40	12.90	12.90
1028	20/08/2016 9:44:31 PM	30	18.1	84	16.6	94	1011.5	1017.1	0.0	0.0	NW	15.7	16.6	0.00	5.40	8.40	12.90	12.90
1029	20/08/2016 10:14:31 PM	30	17.6	83	16.1	94	1011.4	1017.0	0.0	0.0	NW	15.2	16.1	0.00	5.40	8.40	12.90	12.90
1030	20/08/2016 10:44:31 PM	30	17.3	75	16.5	79	1011.6	1017.2	3.6	6.1	W	12.9	16.5	0.00	5.40	8.40	12.90	12.90
1031	20/08/2016 11:14:31 PM	30	17.3	65	17.8	63	1011.8	1017.4	2.5	5.0	S	10.7	17.8	0.00	5.40	8.40	12.90	12.90
1032	20/08/2016 11:44:31 PM	30	17.3	61	17.2	61	1011.9	1017.5	1.1	2.5	SWW	9.6	17.2	0.00	5.40	8.40	12.90	12.90
1033	21/08/2016 12:14:31 AM	30	17.1	57	17.2	56	1012.2	1017.8	0.0	2.5	NW	8.4	17.2	0.00	5.40	8.40	12.90	12.90
1034	21/08/2016 12:44:31 AM	30	16.5	54	16.4	53	1012.2	1017.8	1.1	2.5	SW	6.8	16.4	0.00	5.40	8.40	12.90	12.90
1035	21/08/2016 1:14:31 AM	30	15.7	53	15.7	54	1012.0	1017.6	0.0	1.1	W	6.4	15.7	0.00	5.40	8.40	12.90	12.90
1036	21/08/2016 1:44:31 AM	30	15.1	57	14.2	58	1012.0	1017.6	1.1	3.6	S	6.1	14.2	0.00	5.40	8.40	12.90	12.90
1037	21/08/2016 2:14:31 AM	30	14.5	61	13.7	61	1011.7	1017.3	0.0	0.0	S	6.3	13.7	0.00	5.40	8.40	12.90	12.90
1038	21/08/2016 2:44:31 AM	30	13.6	64	12.4	68	1011.8	1017.4	0.0	0.0	S	6.7	12.4	0.00	5.40	8.40	12.90	12.90
1039	21/08/2016 3:14:31 AM	30	12.9	69	11.2	73	1011.6	1017.2	0.0	0.0	S	6.6	11.2	0.00	5.40	8.40	12.90	12.90
1040	21/08/2016 3:44:31 AM	30	12.1	68	11.3	71	1011.0	1016.6	0.0	0.0	S	6.2	11.3	0.00	5.40	8.40	12.90	12.90
1041	21/08/2016 4:14:31 AM	30	11.7	72	10.6	75	1011.5	1017.1	0.0	0.0	S	6.4	10.6	0.00	5.40	8.40	12.90	12.90
1042	21/08/2016 4:44:31 AM	30	11.3	70	10.5	75	1011.6	1017.2	0.0	1.1	S	6.3	10.5	0.00	5.40	8.40	12.90	12.90
1043	21/08/2016 5:14:31 AM	30	10.9	72	9.9	78	1011.8	1017.4	0.0	0.0	S	6.3	9.9	0.00	5.40	8.40	12.90	12.90
1044	21/08/2016 5:44:31 AM	30	10.4	72	9.6	80	1011.9	1017.5	0.0	1.1	S	6.3	9.6	0.00	5.40	8.40	12.90	12.90
1045	21/08/2016 6:14:31 AM	30	10.2	74	9.2	81	1012.2	1017.8	0.0	0.0	S	6.1	9.2	0.00	5.40	8.40	12.90	12.90
1046	21/08/2016 6:44:31 AM	30	10.1	78	8.8	85	1012.4	1018.0	0.0	0.0	S	6.4	8.8	0.00	5.40	8.40	12.90	12.90
1047	21/08/2016 7:14:31 AM	30	10.4	79	9.6	82	1012.6	1018.2	0.0	0.0	S	6.7	9.6	0.00	5.40	8.40	12.90	12.90
1048	21/08/2016 7:44:31 AM	30	10.9	75	14.1	61	1013.2	1018.8	0.0	0.0	SW	6.7	14.1	0.00	5.40	8.40	12.90	12.90
1049	21/08/2016 8:14:31 AM	30	11.8	70	14.1	55	1013.3	1018.9	0.0	2.5	NW	5.2	14.1	0.00	5.40	8.40	12.90	12.90
1050	21/08/2016 8:44:31 AM	30	13.3	56	14.8	51	1013.6	1019.2	1.1	5.0	SWW	4.8	14.8	0.00	5.40	8.40	12.90	12.90
1051	21/08/2016 9:14:31 AM	30	15.2	50	16.2	44	1013.8	1019.4	0.0	3.6	W	4.0	16.2	0.00	5.40	8.40	12.90	12.90
1052	21/08/2016 9:44:31 AM	30	16.8	48	18.5	38	1013.8	1019.4	1.1	3.6	SE	3.9	18.5	0.00	5.40	8.40	12.90	12.90
1053	21/08/2016 10:14:31 AM	30	18.3	40	19.2	34	1014.0	1019.6	1.1	5.0	W	3.0	19.2	0.00	5.40	8.40	12.90	12.90
1054	21/08/2016 10:44:31 AM	30	19.3	37	19.1	35	1013.9	1019.5	2.5	5.0	W	3.3	19.1	0.00	5.40	8.40	12.90	12.90
1055	21/08/2016 11:14:31 AM	30	20.5	37	19.8	35	1013.6	1019.2	2.5	3.6	SW	3.9	19.8	0.00	5.40	8.40	12.90	12.90
1056	21/08/2016 11:44:31 AM	30	21.5	37	20.5	35	1013.0	1018.6	1.1	2.5	E	4.5	20.5	0.00	5.40	8.40	12.90	12.90
1057	21/08/2016 12:14:31 PM	30	22.4	38	21.3	34	1012.5	1018.1	0.0	2.5	SE	4.8	21.3	0.00	5.40	8.40	12.90	12.90
1058	21/08/2016 12:44:31 PM	30	23.4	37	23.0	33	1012.0	1017.6	0.0	1.1	NE	5.9	23.0	0.00	5.40	8.40	12.90	12.90
1059	21/08/2016 1:14:31 PM	30	23.7	32	24.2	29	1011.6	1017.2	1.1	2.5	S	5.1	24.2	0.00	5.40	8.40	12.90	12.90
1060	21/08/2016 1:44:31 PM	30	24.4	36	24.9	33	1011.3	1016.9	2.5	5.0	E	7.6	24.9	0.00	5.40	8.40	12.90	12.90
1061	21/08/2016 2:14:31 PM	30	24.9	37	25.4	31	1010.9	1016.5	2.5	3.6	E	7.1	25.4	0.00	5.40	8.40	12.90	12.90
1062	21/08/2016 2:44:31 PM	30	25.4	35	24.9	33	1010.4	1016.0	1.1	5.0	NE	7.6	24.9	0.00	5.40	8.40	12.90	12.90
1063	21/08/2016 3:14:31 PM	30	25.9	35	23.4	36	1010.4	1016.0	6.1	9.7	E	7.5	23.4	0.00	4.80	8.40	12.90	12.90
1064	21/08/2016 3:44:31 PM	30	26.2	33	22.1	38	1010.4	1016.0	1.1	2.5	N	7.1	22.1	0.00	4.80	8.40	12.90	12.90
1065	21/08/2016 4:14:31 PM	30	37.0	19	23.9	39	1009.7	1015.3	5.0	8.6	E	9.1	23.9	0.00	4.80	8.40	12.90	12.90
1066	21/08/2016 4:44:31 PM	30	42.3	10	20.9	51	1009.7	1015.3	5.0	6.1	NE	10.4	20.9	0.00	0.30	8.40	12.90	12.90
1067	21/08/2016 5:14:31 PM	30	32.5	24	19.8	58	1011.0	1016.6	2.5	3.6	E	11.3	19.8	0.00	0.30	8.40	12.90	12.90
1068	21/08/2016 5:44:31 PM	30	24.4	40	18.8	64	1011.3	1016.9	1.1	2.5	SE	11.9	18.8	0.00	0.30	8.40	12.90	12.90
1069	21/08/2016 6:14:31 PM	30	20.9	51	17.8	68	1011.4	1017.0	0.0	1.1	E	11.8	17.8	0.00	0.30	8.40	12.90	12.90
1070	21/08/2016 6:44:31 PM	30	19.3	56	16.6	72	1011.4	1017.0	0.0	2.5	E	11.6	16.6	0.00	0.30	8.40	12.90	12.90
1071	21/08/2016 7:14:31 PM	30	18.0	60	16.0	75	1011.7	1017.3	0.0	0.0	E	11.6	16.0	0.00	0.30	8.40	12.90	12.90
1072	21/08/2016 7:44:31 PM	30	16.9	64	15.4	80	1011.8	1017.4	0.0	0.0	E	12.0	15.4	0.00	0.30	8.40	12.90	12.90
1073	21/08/2016 8:14:31 PM	30	15.9	69	15.1	83	1011.9	1017.5	0.0	0.0	E	12.3	15.1	0.00	0.30	8.40	12.90	12.90
1074	21/08/2016 8:44:31 PM	30	15.6	71	14.5	85	1012.0	1017.6	0.0	0.0	E	12.0	14.5	0.00	0.00	8.40	12.90	12.90
1075	21/08/2016 9:14:31 PM	30	15.4	74	14.1	88	1011.8	1017.4	0.0	0.0	E	12.2	14.1	0.00	0.00	8.40	12.90	12.90
1076	21/08/2016 9:44:31 PM	30	15.1	75	14.1	88	1012.2	1017.8	0.0	0.0	E	12.2	14.1	0.00	0.00	8.40	12.90	12.90
1077	21/08/2016 10:14:31 PM	30	14.9	78	14.1	89	1012.2	1017.8	0.0	0.0	W	12.3	14.1	0.00	0.00	8.40	12.90	12.90
1078	21/08/2016 10:44:31 PM	30	14.7	77	13.7	90	1011.9	1017.5	0.0	0.0	W	12.1	13.7	0.00	0.00	8.40	12.90	12.90
1079	21/08/2016 11:14:31 PM	30	14.4	78	13.4	92	1011.9	1017.5	0.0	0.0	W	12.1	13.4	0.00	0.00	8.40	12.90	12.90
1080	21/08/2016 11:44:31 PM	30	14.1	79	13.2	92	1011.6	1017.2	0.0	0.0	SEE	11.9	13.2	0.00	0.00	8.40	12.90	12.90
1081	22/08/2016 12:14:31 AM	30	13.7	81	12.9	92	1011.5	1017.1	0.0	0.0	SEE	11.6	12.9	0.00	0.00	8.40	12.90	12.90
1082	22/08/2016 12:44:31 AM	30	13.8	83	13.1	93	1011.2	1016.8	0.0	0.0	S	12.0	13.1	0.00	0.00	8.40	12.90	12.90
1083	22/08/2016 1:14:31 AM	30	13.7	83	12.8	92	1011.0	1016.6	0.0	0.0	S	11.5	12.8	0.00	0.00	8.40	12.90	12.90
1084	22/08/2016 1:44:31 AM	30	13.5	84	12.7	93	1011.0	1016.6	0.0	0.0	S	11.6	12.7	0.00	0.00	8.40	12.90	12.90
1085	22/08/2016 2:14:31 AM	30	13.4	84	12.8	94	1010.8	1016.4	0.0	0.0	S	11.9	12.8	0.00	0.00	8.40	12.90	12.90
1086	22/08/2016 2:44:31 AM	30	13.5	85	12.8	94	1010.8	1016.4	0.0	0.0	S	11.9	12.8	0.00	0.00	8.40	12.90	12.90
1087	22/08/2016 3:14:31 AM	30	13.4	85	13.0	93	1010.5	1016.1	0.0	1.1	SW	11.9	13.0	0.00	0.00	8.40	12.90	12.90
1088	22/08/2016 3:44:31 AM	30	13.3	85	12.9	91	1010.4	1016.0	0.0	1.1	E	11.5	12.9	0.00	0.00	8.40	12.90	12.90
1089	22/08/2016 4:14:31 AM	30	13.0	84	12.5	91	1010.5	1016.1	0.0	0.0	E	11.1	12.5	0.00	0.00	8.40	12.90	12.90
1090	22/08/2016 4:44:31 AM	30	13.0	85	12.3	92	1010.7	1016.3	0.0	0.0	SE	11.1	12.3	0.00	0.00	8.40	12.90	12.90
1091	22/08/2016 5:14:31 AM	30	13.0	85	12.3	91	1010.8	1016.4	0.0	0.0	E	10.9	12.3	0.00	0.00	8.40	12.90	12.90
1092	22/08/2016 5:44:31 AM	30	12.9	84	12.3	91	1011.0	1016.6	0.0	1.1	SWW	10.9	12.3	0.00	0.00	8.40	12.90	12.90
1093	22/08/2016 6:14:31 AM	30	12.9	83	12.4	89	1011.1	1016.7	0.0	0.0	SE	10.7	12.4	0.00	0.00	8.40	12.90	12.90
1094	22/08/2016 6:44:31 AM	30	12.7	83	12.3	89	1011.0	1016.6	0.0	0.0	SSE	10.6	12.3	0.00	0.00	8.40	12.90	12.90
1095	22/08/2016 7:14:31 AM	30	13.0	84	13.1	87	1011.3	1016.9	0.0	1.1	S	11.0	13.1	0.00	0.00	8.40	12.90	12.90
1096	22/08/2016 7:44:31 AM	30	13.7	83	14.3	82	1011.5	1017.1	1.1	3.6	S	11.3	14.3	0.00	0.00	8.40	12.90	12.90
1097	22/08/2016 8:14:31 AM	30	14.6	81	15.7	76	1011.6	1017.2	1.1	3.6	SW	11.5	15.7	0.00	0.00	8.40	12.90	12.90
1098	22/08/2016 8:44:31 AM	30	15.7	76	17.0	70	1011.7	1017.3	0.0	0.0	S	11.5	17.0	0.00	0.00	8.40	12.90	12.90
1099	22/08/2016 9:14:31 AM	30	17.0	72	17.9	69	1011.7	1017.3	1.1	3.6	SW	12.2	17.9	0.00	0.00	8.40	12.90	12.90
1100	22/08/2016 9:44:31 AM	30	18.7	71	20.6	61	1011.6	1017.2	0.0	1.1	NW	12.8	20.6	0.00	0.00	8.40	12.90	12.90
1101	22/08/2016 10:14:31 AM	30	20.2	65	21.4	59	1011.5	1017.1	1.1	2.5	W	13.1	21.4	0.00	0.00	8.40	12.90	12.90
1102	22/08/2016 10:44:31 AM	30	21.2	65	22.5	60	1011.1	1016.7	1.1	3.6	E	14.4	22.5	0.00	0.00	8.40	12.90	12.90
1103	22/08/2016 11:14:31 AM	30	22.1	62	23.0	60	1010.9	1016.5	1.1	3.6	SE	14.8	23.0	0.00	0.00	8.40	12.90	12.90
1104	22/08/2016 11:44:31 AM	30	22.4	61	23.1	58	1010.3	1015.9	3.6	8.6	NNE	14.4	23.1	0.00	0.00	8.40	12.90	12.90
1105	22/08/2016 12:14:31 PM	30	23.5	57	24.1	52	1009.9	1015.5	1.1	5.0	NE	13.7	24.1	0.00	0.00	8.40	12.90	12.90
1106	22/08/2016 12:44:31 PM	30	25.0	51	25.6	50	1009.5	1015.1	1.1	2.5	SE	14.4	25.6	0.00	0.00	8.40	12.90	12.90
1107	22/08/2016 1:14:31 PM	30	25.4	51	26.0	46	1009.1	1014.7	1.1	3.6	NEE	13.5	26.0	0.00	0.00	8.40	12.90	12.90
1108	22/08/2016 1:44:31 PM	30	26.0	46	26.3	44	1008.6	1014.2	1.1	2.5	SEE	13.1	26.3	0.00	0.00	8.40	12.90	12.90
1109	22/08/2016 2:14:31 PM	30	26.2	46	27.1	42	1008.2	1013.8	1.1	3.6	SE	13.1	27.1	0.00	0.00	8.40	12.90	12.90
1110	22/08/2016 2:44:31 PM	30	25.8	50	25.4	50	1008.1	1013.7	3.6	6.1	NE	14.3	25.4	0.00	0.00	8.40	12.90	12.90
1111	22/08/2016 3:14:31 PM	30	25.7	48	25.4	47	1007.5	1013.1	2.5	5.0	E	13.3	25.4	0.00	0.00	8.40	12.90	12.90
1112	22/08/2016 3:44:31 PM	30	25.8	51	23.8	57	1007.6	1013.2	1.1	3.6	SE	14.8	23.8	0.00	0.00	8.40	12.90	12.90
1113	22/08/2016 4:14:31 PM	30	29.7	43	24.9	56	1007.4	1013.0	3.6	6.1	SE	15.6	24.9	0.00	0.00	8.40	12.90	12.90
1114	22/08/2016 4:44:31 PM	30	32.9	32	22.5	63	1007.3	1012.9	2.5	3.6	S	15.1	22.5	0.00	0.00	8.40	12.90	12.90
1115	22/08/2016 5:14:31 PM	30	27.0	46	21.4	69	1007.7	1013.3	1.1	3.6	S	15.5	21.4	0.00	0.00	8.40	12.90	12.90
1116	22/08/2016 5:44:31 PM	30	24.1	55	20.5	73	1008.0	1013.6	0.0	6.1	SE	15.5	20.5	0.00	0.00	8.40	12.90	12.90
1117	22/08/2016 6:14:31 PM	30	22.1	63	20.0	77	1008.0	1013.6	0.0	2.5	E	15.9	20.0	0.00	0.00	8.40	12.90	12.90
1118	22/08/2016 6:44:31 PM	30	21.1	67	19.8	77	1007.7	1013.3	0.0	2.5	S	15.7	19.8	0.00	0.00	8.40	12.90	12.90
1119	22/08/2016 7:14:31 PM	30	20.5	72	19.7	80	1008.1	1013.7	0.0	1.1	E	16.2	19.7	0.00	0.00	8.40	12.90	12.90
1120	22/08/2016 7:44:31 PM	30	20.2	74	19.6	82	1008.2	1013.8	0.0	0.0	SE	16.5	19.6	0.00	0.00	8.40	12.90	12.90
1121	22/08/2016 8:14:31 PM	30	19.9	78	19.3	84	1008.2	1013.8	1.1	2.5	E	16.6	19.3	0.00	0.00	8.40	12.90	12.90
1122	22/08/2016 8:44:31 PM	30	19.7	79	19.4	85	1008.4	1014.0	0.0	2.5	SE	16.8	19.4	0.00	0.00	8.40	12.90	12.90
1123	22/08/2016 9:14:31 PM	30	19.7	77	19.2	85	1008.8	1014.4	0.0	0.0	NW	16.6	19.2	0.00	0.00	8.40	12.90	12.90
1124	22/08/2016 9:44:31 PM	30	19.5	76	19.0	86	1008.7	1014.3	0.0	1.1	W	16.6	19.0	0.00	0.00	8.40	12.90	12.90
1125	22/08/2016 10:14:31 PM	30	19.3	75	18.8	87	1008.8	1014.4	0.0	0.0	SW	16.6	18.8	0.00	0.00	8.40	12.90	12.90
1126	22/08/2016 10:44:31 PM	30	19.1	76	18.6	87	1008.8	1014.4	0.0	0.0	NW	16.4	18.6	0.00	0.00	8.40	12.90	12.90
1127	22/08/2016 11:14:31 PM	30	18.8	79	18.4	89	1008.9	1014.5	0.0	0.0	NW	16.6	18.4	0.00	0.00	8.40	12.90	12.90
1128	22/08/2016 11:44:31 PM	30	18.7	80	18.3	91	1008.7	1014.3	0.0	0.0	NW	16.8	18.3	0.00	0.00	8.40	12.90	12.90
1129	23/08/2016 12:14:31 AM	30	18.7	82	18.3	90	1008.4	1014.0	0.0	1.1	E	16.7	18.3	0.00	0.00	8.40	12.90	12.90
1130	23/08/2016 12:44:31 AM	30	18.6	83	18.3	89	1008.2	1013.8	0.0	0.0	SWW	16.5	18.3	0.00	0.00	8.40	12.90	12.90
1131	23/08/2016 1:14:31 AM	30	18.7	83	18.7	87	1007.8	1013.4	1.1	2.5	SE	16.5	18.7	0.00	0.00	8.40	12.90	12.90
1132	23/08/2016 1:44:31 AM	30	18.8	81	18.5	86	1007.9	1013.5	0.0	0.0	SW	16.1	18.5	0.00	0.00	8.40	12.90	12.90
1133	23/08/2016 2:14:31 AM	30	18.6	82	18.5	87	1008.0	1013.6	0.0	0.0	W	16.3	18.5	0.00	0.00	8.40	12.90	12.90
1134	23/08/2016 2:44:31 AM	30	18.7	80	18.3	87	1007.8	1013.4	0.0	1.1	W	16.1	18.3	0.00	0.00	8.40	12.90	12.90
1135	23/08/2016 3:14:31 AM	30	18.6	79	18.1	87	1007.6	1013.2	0.0	0.0	W	15.9	18.1	0.00	0.00	8.40	12.90	12.90
1136	23/08/2016 3:44:31 AM	30	18.4	79	18.0	88	1007.5	1013.1	0.0	0.0	W	16.0	18.0	0.00	0.00	8.40	12.90	12.90
1137	23/08/2016 4:14:31 AM	30	18.3	79	17.8	88	1007.3	1012.9	0.0	0.0	W	15.8	17.8	0.00	0.00	8.40	12.90	12.90
1138	23/08/2016 4:44:31 AM	30	18.2	80	17.7	88	1007.5	1013.1	0.0	0.0	W	15.7	17.7	0.00	0.00	8.40	12.90	12.90
1139	23/08/2016 5:14:31 AM	30	18.1	80	17.7	89	1007.3	1012.9	0.0	0.0	W	15.9	17.7	0.00	0.00	8.40	12.90	12.90
